address,before_optimized_token,optimized_80p_token,optimized_50_token,optimize_20p_token
0x23197347808FafB6F82541Ef34c8c96de405a709,1487,1172,748,299
0x231a2b1e9c9f43bcfb165c53b8a3636ea17ffed7,1527,1174,729,284
0x231dfa6e8885341c9a99e7aea35751de2c32b03b,1069,847,520,202
0x231f7026290c8369c9e23c20c9f358a311bef370,1045,814,493,192
0x2322ae6b59306bd8c5c37f1168746d563ed8de99,1141,880,551,223
0x232a5f41Dda1A17d686660096412cAe7EA3d66aD,1487,1172,748,299
0x233252d702744b1b75defb3fed5755cae15c07be,267,213,127,54
0x235a5796177230a39a7d4ef5892e7ce15d2bfa16,1541,1229,751,309
0x235dcf36b309ea22d00903c28534e0e34a42e90b,1544,1212,753,294
0x2367317a0a18a8f29f46e752d2ac6d516de74139,1069,847,520,202
0x2368056f36035d01e7c2aa2a15b87e47cc9d2d23,1134,898,558,214
0x236e0c24812759dfc0f906de85f492089bc59af3,1533,1214,764,316
0x23724a2abb24bee745a6148246bd8de1a56fc56f,1536,1211,748,290
0x2375a3ebcc65F4BD7171d39B4e98dC4DD02CBa62,1137,893,547,215
0x2376f06047f161257fda663b071c76c52239ddcd,1491,1177,733,277
0x237cf5d1d71596bb6fe8f806be09b0fbd11b45f1,1120,887,536,205
0x2383d5916e033a3889b33bfeb11e0fab5a3557d2,861,700,430,158
0x238a542d17cd9e38ea232949e3816cf30161b77c,1498,1229,766,323
0x238e2854ded65f30c9c7765cf26cc882949323d7,1470,1182,701,260
0x23948ecd713979aa0aee7789bf77ca49c5f7141d,1305,1027,629,251
0x23984f7a63481e5554ca5269403b8802ce3025ef,1510,1195,757,296
0x239ab9c4f256085339154f36a407eec95673a52b,1072,856,519,202
0x239de3a0d6ca5f21601f83327ea2174225eb7156,1556,1229,745,306
0x23a032f8678c99300a40e1a7762e71ada6a23f3f,1471,1198,761,304
0x23a20f8e0b5c79f39a2b4395a610a60fb30bc71d,1540,1228,761,300
0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4,456,349,218,86
0x23a9add47223ccbc601156db442d566b68b02fd5,1069,847,520,202
0x23cb17d7d079518dbff4febb6efcc0de58d8c984,1465,1146,706,297
0x23d5df36a4d1851abd65dd64f9e8fc26fb8fbdb9,195,135,92,48
0x23D6e47F6405615Da8fD58549D7E89B109b14BEF,1499,1196,767,304
0x23d80b407eb3e4d12d067eb718e290a0219fb355,1567,1235,776,320
0x23e5d371dc97a95652df974d745c8e6bb560b252,1601,1284,779,318
0x23ee8009de5c4001de883ff1d3057a71491d77ad,843,660,396,157
0x23f33968033dff12fcbef5d4a46389952e4b908e,1584,1278,777,319
0x23f47686c26aaf2cc3227b1cf7e19b6c8760ed4b,1541,1217,718,276
0x23ff20255f478df0f0e4a59af84f8f392b6a8fb5,1472,1152,693,262
0x23ff342055B7c27BDC9e20dD416530e650082Cf3,1550,1229,733,288
0x2405cc17ba128bfa7117815e04a4da228013f5bc,964,768,464,186
0x240a5f36ac5f5037d5a02863d1ee39a21da6d9a3,1501,1192,779,322
0x240dfc8877158aa92ca12413a50207af17017cad,1556,1232,773,298
0x241684ef15683ca57c42d8f4bb0e87d3427ddf1c,1508,1203,764,305
0x2426d3c10ffb129fb8ef8804a3e681fc0ec5fb01,1491,1188,717,286
0x242b570eb9144da0a634de931cf5f0d1d9df6270,1555,1240,788,309
0x242d07ca5ff875101f91c4fab27a11218ea7f53c,880,696,430,171
0x24384c4626eb895c99ea4225af309ad22a75be2f,938,740,435,169
0x243c39dd203e7223ce7f43da639a31884f6fd6c7,1069,847,520,202
0x2444a95abc8cd48951835babf04cb1389bd38105,1013,790,468,205
0x2449224f42ce230c5b67e1d48bdceb224b0f72d7,1504,1220,745,291
0x2455af478f58d11924f9aec152e1c9ce7b6aff94,1491,1178,728,308
0x245fc6d0c59e5b9e6118088b48465e3757b31804,1538,1238,753,302
0x2467AA6B5A2351416fD4C3DeF8462d841feeecEC,1524,1231,779,304
0x2469f31a34fcaac0debf73806ce39b2388874b13,1516,1200,740,295
0x24757624943a7bb882078dc3ad093d6950eb6317,1517,1224,769,314
0x248044753872e64c288b35b0e71e8b29222e3ab8,943,741,451,172
0x2480ce2f64cb4c3434adf7b369ae1e906088fdb9,1069,847,520,202
0x2487c637f7074e3def64adb5c61e27a9a6b3974f,1069,847,520,202
0x24932ba6bb75f2c6bf71f83d536c20fe4990a326,1629,1278,801,311
0x2495Bd6D0ac7704c55f5eeD01Ae2591a5B53906C,1486,1204,754,315
0x249ABae6bD49D05158b9B37302Aed003cf4b9A3c,1522,1199,754,305
0x249f13267128d66d2bd393b3c19ca1a59d15141b,1069,847,520,202
0x24a57f642948e36e8f0ce0a4b3b940cbfe14bd4c,1401,1102,660,263
0x24a585b4f3db4b852ce8810524401591c408ef82,1496,1209,765,316
0x24a77c1f17c547105e14813e517be06b0040aa76,1524,1214,752,304
0x24b995ac53f7916923bc594d506ffc34fe3fc78c,1597,1257,779,313
0x24ba8f48f225aed3abb6760fdce05c058e474c3e,1069,847,520,202
0x24d91950de5d72740adfdf1f21828d11df146124,1292,1006,604,242
0x24e644f1002e15f77aa9419babdc39697cc18ac9,1553,1233,748,290
0x24eb6f844c51006eae05f50986e8ed67a884e97f,1538,1237,774,322
0x24f90718340404f04329643afac3e0c9a929f039,1160,898,528,203
0x24f9c2c5032d22153e97205b93339f3496a3a3b5,1493,1166,702,248
0x250d3e2ab47aee8f8ae9a0391c262f4cb6af5f38,1553,1229,754,302
0x2510b926ec1b0bf127beb53b091294da0fe1a3a1,1343,1060,645,273
0x252216295017bef7594f0f27121dac1f7190ec1b,1409,1123,663,264
0x252e3fafe89fdf030bd188c0db8fe74927b973f3,1555,1232,753,311
0x253526a4c4da7f77166033481f14ccc2ca18a606,1547,1213,760,320
0x2535573fad57e6e2f436ed6f26ff01ae30ebb1f5,969,759,473,196
0x25360dcd74142e2de793910cb922b5c1e7ac0295,1069,847,520,202
0x2536145fbdf298877f8b8ec4c26cc6bc07032dba,1373,1085,674,264
0x25384fa4586e4836c35be4c013e40681e201020c,1619,1263,758,306
0x253c7dd074f4bacb305387f922225a4f737c08bd,1486,1172,747,309
0x255389B9cd5A5863bDdbB8f2B8A8A6047a47dcf5,1489,1170,746,299
0x25587c25f1c7f245b5d419dbdf14f497ac5dce1b,1493,1186,717,287
0x255d0c3a220c78d7123682565d63a97cf85ca1ca,734,581,361,139
0x256ff3204b385d8944a8af53a37bede09159fd0c,794,624,385,149
0x2578e445307fdeb1077894378d8c5c8b8d121b59,1523,1200,740,298
0x2584f892a2e50b5493ed108fa61888ba373ec02d,1484,1182,739,301
0x25926eff952bdcd3cb395a5614ab5094474b2dba,549,426,260,103
0x25984508b7060e460b224c8d5c7eb4fae76e440c,1471,1171,715,303
0x25992f65334b5d23096b912af089ac454c3aabb6,1414,1145,690,288
0x259b0e2e5101fb5dedf3928d4d6ccee05ab77a2b,1564,1272,778,295
0x259CCA880f1760c2E91345169C829b04A0236330,1069,847,520,202
0x259E267455178B5DD53f119F38C5FAd481e23c6D,1354,1071,655,261
0x259E8EADE77E15f5317A4e5A0Fb101C586C5707F,1524,1179,741,295
0x259eb5d9c293733e663a3ce2460060ae28ccf555,1659,1297,795,324
0x25a25998caed56c3765c91e6b3ea3af25bad9386,1533,1229,742,286
0x25aa6bc7d8b73e8d7a22c2f29c216d1aa1d2aad1,1545,1233,775,313
0x25b16c95f3ebb1d8583a1c173f81257bc916a9be,1490,1220,769,315
0x25b2a7cc42399e3f268249eeaf070a863d61e6c7,1069,847,520,202
0x25c08bb7aa204d221288d9739899f4edf96f5fba,728,571,341,136
0x25CF4530240b77981310ABa4fc59897cd7B32bdB,1383,1045,616,246
0x25d71f9e44d7411ad0d8d90000e6bbe53b11848f,1096,860,538,199
0x25d94b021b69d9c01931ff40bd265cfc3d920f72,1223,972,581,236
0x25e768e8fd64d62c36c842498ceb3c6cb056b389,1068,844,519,199
0x25f3eb8be8f60e0dbfc0615b46aa0d475ba795c5,1499,1172,712,282
0x25f6169d7da3546a4eceb79b4a6994c4780a49f4,1511,1199,750,314
0x25fbfbf498bd7d61803fee4974262dccdb105629,1069,847,520,202
0x260a9ceb69fd1dd0848cf9b1eef415feb1b9a580,1505,1163,711,266
0x260cd379410a753cb602c76ae59bfba68246e789,1516,1212,732,289
0x2611eb890ec83242ed0879a3e4e5b131a184f8da,1548,1225,761,313
0x2612A761fa34a8E5b8613c2DF67C3163094dA68c,368,288,173,74
0x261a3dc3b1b4c93a0fefcee82ec6dd20e8bd345f,245,194,123,49
0x26253cf8166b2ab51b886835a8f05e8f76b40ae2,1508,1168,735,289
0x2625b8cc1449a21383b3f991db23e46f8130ae8f,1069,847,520,202
0x262a02a7de2124ca49ea98d55a3ed723fa605615,1505,1184,719,286
0x2636E24D8c1c820eE786aA16Df2085f852b677f5,1498,1168,718,258
0x263c618480dbe35c300d8d5ecda19bbb986acaed,1487,1166,736,279
0x263c92c1f84150bd608ece563ee7642756fd00d4,1123,894,541,214
0x264e647f96d450c203b1d5ec19d0b44d65231e87,1305,1027,629,251
0x265d9adbf078cc7ea5a2589a42c447ca2e94110b,1575,1246,781,320
0x26607f9bf9d62A37b0c78e1D3719FCD1fa32beF9,1527,1179,745,288
0x2669742c14c23faee7c0615126c5fb410aea3b50,1137,893,547,215
0x267398927b5886df921b235afe9dbbe47fbcc37d,1137,893,547,215
0x267De751c3d6673E5Ae564673934aA315Cb0043D,1538,1229,748,302
0x2687d73544fc38ee8d7ae7c7111535e4f4904320,1493,1186,717,287
0x268b7976e94e84a48bf8b2b57ba34b59ed836a74,1537,1234,744,293
0x269830579e06761b831c3a67e6124baed85e62d1,1540,1222,748,304
0x26ab4e37a0ca037791c9c935a5691d63466ba487,1527,1212,766,311
0x26b112dbc2abfabfc7949e817b2118cfc9128623,1195,928,575,228
0x26b5bf54e03bb6d42c27ef4364f72a2bf1eff3d2,1506,1198,753,291
0x26b7d545de1c04af88dd2a5f3f4c8f58108c55a2,1069,847,520,202
0x26bedda4f8c496444306c801367d9cba5d5d9266,1504,1191,731,303
0x26D5Bd2dfEDa983ECD6c39899e69DAE6431Dffbb,1137,893,547,215
0x26de05cc408ccea80fa366c1c2863e4fe9699444,295,226,136,61
0x26e124b8cc0082299258a6d722c0765e07540a2c,1542,1207,770,320
0x26e6503a95131247fee68b6489a8b9ea50be66eb,1305,1027,629,251
0x26ee60513357ca28439b9d6a977f0f1a397bcdfc,1069,847,520,202
0x26f45379d3f581e09719f1dc79c184302572af00,1562,1227,754,307
0x26f7718a36b316782064566d2a36f1ee7ae6ad64,1526,1210,762,297
0x26f829dec49e91d2dfbf68dc2457356efe3685f1,1482,1166,750,312
0x26fbe4f306d09469a8e7bd792c875f0bb0b3a360,1546,1218,728,300
0x2713fdfc558fbae3ad603e3504c73e668fe15aa1,1507,1192,740,297
0x271EeA8DE998f42A298adDb0659a5b3e18f80367,1303,1026,625,251
0x272647f664b5ba01b2ef2dab3d9d49e03bf58b0b,1176,903,543,236
0x2737e022e8bf733b05fa0706b0e80003a576ccb4,1469,1153,706,258
0x27555d7292f22a65e24d7a45b17faa970a2cb20d,1565,1238,780,320
0x2768a34d8567e35e5b19a24231581392755cc0ce,1607,1287,775,317
0x276f5da0f6c7b55129570ac7195e6e65122a4cd0,1577,1235,763,306
0x2771Ef07dEfB079C309542E11219D97B562ab6b0,1582,1249,726,305
0x2774ba8ca4c4725434abb51ac9b69c6f1b82abe1,1069,847,520,202
0x277597d760e91cd83fcdc74b4808486d485230d9,1545,1190,753,315
0x27887a512107d43b4ebbf66df1c29bac7eba1f1a,1480,1159,729,306
0x278f5d89c85a4ac8aaa39e08444212cbb2546fd2,1069,847,520,202
0x2799d90c6d44cb9aa5fbc377177f16c33e056b82,1069,847,520,202
0x27aaa51b9672baf5d6fcc4aec5921126e4bfdb37,1069,847,520,202
0x27b99f3648d3a4a50e7dfeb06a8f07721fba53eb,1525,1208,741,301
0x27ba840c2e65d54455434533daade769333f4aff,1528,1226,729,285
0x27c60fa0fc81fddd5be37c62cfaf88c0af7143ff,1196,938,595,229
0x27d4cb2f6be658a6223fce994d55093c4b7250ce,1530,1218,764,309
0x27E5A2Bf020c74fE9aD862A20b64C6eD13d1739c,1472,1169,731,290
0x27f706edde3ad952ef647dd67e24e38cd0803dd6,1398,1116,718,257
0x2803d105c89617f361c56ba370b64d84fda61e0b,643,506,304,114
0x280d90f4610a0d04427a14906aa9095e62c91cc0,1482,1171,735,291
0x2816C772eBEC14ca3C3D3d45fba8b35ACFe07F54,1535,1226,751,295
0x28259654db80fcf9adeda208e991cb799c1f6e8e,1490,1184,745,301
0x28323c7ac931c12425973800fc26854e486da9b0,611,489,297,120
0x283a97af867165169aece0b2e963b9f0fc7e5b8c,1265,1012,603,238
0x28466908f155e36adc16448d202825617dd6ed96,1072,856,519,202
0x28481cdc0e4fa79164491d47e8837edeb3993f20,1545,1231,776,316
0x284b0f2F49D072836Db87Dd25D0623Cd2F622bB1,1531,1199,756,299
0x284ff8b2acda5bbf3e7aa72dad0894ea716b5ffd,1533,1233,751,304
0x28577A6d31559bd265Ce3ADB62d0458550F7b8a7,991,780,474,184
0x2858f2b0d94947962f93e4387d391467ebd72166,1086,852,520,198
0x2859021eE7F2Cb10162E67F33Af2D22764B31aFf,1540,1227,762,306
0x286249c8374057d9647a7f4ac12211071ceb1cae,1618,1273,775,291
0x286bda1413a2df81731d4930ce2f862a35a609fe,1601,1266,779,320
0x287123335683BBa3CDc2E92CD0913F5c22Fd2325,295,226,136,61
0x2880f03f181ee0967a00bac5346574f58f91b615,686,542,326,127
0x28863b9534af2a4c3d912e9a3b76b0b7b4fe2046,1458,1143,694,270
0x288e65d9e8608683976404eec5bb4434f933f6fb,1492,1195,754,313
0x28a25d9d37a97ffe59d048a364849d1d749fbd98,1533,1232,775,320
0x28a40acf39b1d3c932f42dd8068ad00a5ad6448f,1531,1201,747,300
0x28b07E3FE42cD85177bCbBAd8e4b60e9e19aAc0E,1366,1055,633,252
0x28c307a3ece8cbdc90a78f4c0dc8e42123ce8985,1544,1215,745,302
0x28c3f9d254aa969c117ba828f9d96007bf41f7af,1546,1227,741,283
0x28ccdda197d319a241005b9c9f01bac48b90f556,1398,1081,683,254
0x28dcd428e8125990f9e5fe1b82db0e3ed240711c,1555,1241,750,292
0x28fedc4d3e3d995ded4ad47a2545252918e73a45,1525,1208,741,301
0x2903caa1a39df0ab361f51236d040a4e1bf964c9,1086,852,520,198
0x29056ca608e904bb5c5854e9fd6748ae2961ac93,1069,847,520,202
0x291a043f014d12dc852b02ff752e5b70132bc328,1524,1199,716,254
0x291ff49cb930caa6d8e3ea0702fc6cf3409c87aa,1450,1139,718,305
0x2926ba12e333ddb29257f52dde90fce89e2e1b7d,1543,1239,715,292
0x292d448b46f5419387e3886e89680ed4b7d62d09,477,372,240,98
0x29548baf82278c4207dce57d1a44c4ef07981b03,1540,1238,776,322
0x2955ca332cb226bc38bdc21ba49e0709dd8d7d37,1516,1198,763,297
0x295e65915bf0a884dcb225d0b60f95f25626e221,1501,1177,709,281
0x296363342643308aa2630af0010451191f3b1d6c,1501,1199,729,292
0x2974fdcffcd91bc0f879f5419443f7fefd3f06af,1557,1228,740,303
0x2979fe5018f6efb6fdb0e49f05bf6d667f44377e,1069,847,520,202
0x297ac8bc7540bc241f065fcc22c570b40170b573,1446,1193,772,313
0x297e7ff69869144740198bcdfb6aa53db677e4ca,183,141,92,36
0x299877687fd17ff592a5b443655eb565f7aadc7b,1506,1205,740,282
0x29aa20fB9b23421E310BDB8a7cfB81d7fbB4a1b3,1534,1202,735,285
0x29b0de42b6495d48ec80126eb78591a756aac001,1193,953,559,222
0x29b3e5028d00c5dc222b016d702bd85329d28900,1072,839,514,201
0x29cb35d483ff8e3517c06533130e6edff1ce3088,1069,847,520,202
0x29d621F863d385F959822E618466EE181D4a1057,1364,1046,638,249
0x29d79f8ac7d22a4b1a5e7630f3d48e8d291d3f11,1551,1208,750,305
0x29e688f86cf573f4c49827a8913c93e1aa158d3d,1593,1276,783,313
0x29eb46a643bc4cbc9d189eafffdf53913df2eed3,1460,1159,721,282
0x29ebf9893f12364635161cbea15a7553bcf1a58d,1527,1174,729,284
0x29f0b7c3d8Ee8f6471922F089F459cAb53029113,1491,1177,733,277
0x29fa00dcf17689c8654d07780f9e222311d6bf0c,1137,893,547,215
0x2a05d22db079bc40c2f77a1d1ff703a56e631cc1,1503,1182,706,286
0x2a0dc33d1bfc8e210bca025a363c5168ef0453b2,315,244,146,57
0x2a106e06cd26fad93f732daa4218fce4eac6d6d8,1001,773,466,177
0x2a28cc275b458019910e3b8b8ee58f17eb6d38c8,1287,1024,649,219
0x2a2d72d3dbc4ade55a3256c1d277c1c1cfb8cfdc,1547,1202,763,294
0x2a47e3c69deaae8dbdc5ee272d1a3c0f9853dcbd,1655,1291,791,318
0x2a4ae848247ae9d8287c61980ffb0133a90dfcb6,1069,847,520,202
0x2a4b256440fe78CBb6eB95271b6205988aB259ca,1054,837,522,206
0x2a4c36c96b0abe725237e5cee5305b08e03a8b3b,1585,1283,777,323
0x2a5fbd3d5b0320aabf05e11284ac8dcff87c2794,608,484,295,108
0x2a605B89C3ddf839126DaCCd3FDAF6dF8C18DF76,1455,1135,702,280
0x2a64b1e6a21f450a0ed6a78559d42ee4bf079d10,1536,1225,753,299
0x2a6a139da8d1f430696663d640591d5199aa718e,1085,855,498,208
0x2a6b4bedadd639c31429949836481963933bb59d,1418,1145,690,279
0x2a6de4230c96f416ad350561b1f613db1ea6c53d,1506,1184,716,281
0x2a7d19f2bfd99f46322b03c2d3fdc7b7756cae1a,947,746,456,172
0x2a85A4c299967bba581AC6C0612183b3Bf383e58,1016,815,501,193
0x2ab8213f5c75fa8d028f232759e1acdce7b60eeb,1530,1195,741,253
0x2AbF00B596f4cB10384654DCD76253B3140d35Ff,1535,1205,763,308
0x2acf8b31ce65347466d8c17cc22b8a4f7b845c2d,1069,847,520,202
0x2ad180cbaffbc97237f572148fc1b283b68d8861,1538,1210,725,295
0x2ad565023d39f5f8a6afdc625c0285bbc2d52276,1518,1207,762,283
0x2Ae024e4ECf78Ed1bf94eB3c7cF4E3e2ea03d550,165,125,76,36
0x2af989200e9cd8d3404b5b40f5e2f896302d9aa5,1472,1159,679,267
0x2b022ba25bc7be712dd8e62a5937da54003cdea9,1594,1248,762,323
0x2b08f3aB8986075F8691ea9abC393642964e64c5,1493,1182,741,306
0x2b0bc2e11bb3d9c02b231a96ffd571a8bc613af0,1107,876,533,208
0x2b132e1ed74983c3f93745cd62a82908f27c233d,1551,1226,764,292
0x2b13940e951604472b94a1f6f1c0219921ddb028,883,711,439,174
0x2b260f4eff8be39c57967b8809687ebd54399e23,1069,847,520,202
0x2b27bf565593da4c3689207175e91b1c15e4792a,683,522,323,132
0x2b34ebda72bade6e6e91883ca67eb23484b045fb,1552,1235,781,317
0x2b3f20d82e2bd9e942c8f1ea6fae0d75436fd32e,1557,1231,774,322
0x2b434a1b41afe100299e5be39c4d5be510a6a70c,1532,1220,752,294
0x2b462f1f0ae1e2b3f117ab2b0370f7ede9f1ccd5,1069,847,520,202
0x2b48d0f08d4db22fba7259bc67e6c920509813b9,1459,1163,715,275
0x2b500267335f75d456f1ddd651e638159b516789,1561,1248,774,302
0x2B549c44766eeA3943a411af94f4608d1B94993F,1488,1172,743,303
0x2b789d8b08608302b108f8cb466e8b49db8525a3,1415,1104,698,267
0x2b7aa75bbe26c28324e417c5efb027966e9cb810,1464,1191,744,306
0x2b94E0c6cCB25ccF6B2DfA1A286712eb565437Ee,1449,1142,727,298
0x2b96efc474b9fb935951ca65f10d0cecdc480d57,1630,1294,797,298
0x2bac2b3245ca05b9e9cd319fa0f96418472ad7d0,794,624,385,149
0x2bbd2e4dbb0ea3832efaa9877e061d3ed1f87543,1481,1195,741,291
0x2bcf0e99077d5ec28bbb2763e2c7eaa6ec6d72b4,1655,1295,791,320
0x2bd55e087545cd35e4d5df82418a036eaae45495,1069,847,520,202
0x2bdc0d42996017fce214b21607a515da41a9e0c5,1518,1191,751,301
0x2BdcD9AE2bE26d3324eF75BcF64B3cc246302754,1521,1220,768,303
0x2bddf6220cea20790ef373b9c076766d240f8778,1542,1204,739,299
0x2BE0105f9382fdAcD82EabeEA7d52fa6aDa33557,1540,1218,785,302
0x2bf2d5b964bc5e3dd009715546daa6f91b62e41b,1501,1177,709,281
0x2Bf36e414C52a9fd81E21a0aB5742DCE750389D3,1212,962,584,235
0x2c1ac48cdab70a6dca1603280bde1cdfb6796017,1506,1184,716,281
0x2c25408ca46e05acd50cbfcfbbd12fd07bbfca26,1137,893,547,215
0x2c26994e27238b383a7de0e55159c6c720043530,1532,1229,747,304
0x2c292e7151543014638e45a4e4903b974959c412,713,561,353,145
0x2c2afc647d4a864d67282bd143925e8caa4d4c46,1551,1229,747,304
0x2c38b6023509aeb6437491dbce27d87e3ad37310,1438,1139,734,295
0x2c39f92294f436c956f12dcd801a3181e77f8851,617,480,278,108
0x2c4d1853a193573876ccfce414e3d9f1687ec917,1509,1203,769,323
0x2C4e8f2D746113d0696cE89B35F0d8bF88E0AEcA,1545,1230,752,292
0x2c544275203b0db7550887067507ce2befcea893,1430,1170,752,307
0x2c5c88df2c01e1486121bb9e31b93cc850486b0d,1451,1158,747,295
0x2c6537795def9ee3a4ff5a99dab508fe1c8d2d25,1523,1205,746,310
0x2c6b2bed2ad5b920936363b0cab60d684c718327,683,522,323,132
0x2c6c596cfd4c2c3b039db90fd3c8acb564e13251,1496,1209,765,316
0x2c78ac7859423ab8d3efc4ae1f1fc842573830ff,1484,1173,699,287
0x2c7a3912c85f86aa7f08981287568f8a9f7caf3c,1526,1213,753,298
0x2c80d54416625c3519d5de14528d92f25d03d433,1254,994,620,232
0x2c821a3ce3b5c0a471862eb63a2ef99a4d285d43,1506,1181,713,281
0x2c82c73d5b34aa015989462b2948cd616a37641f,1510,1216,766,304
0x2c875e5ea4706b1978a41b59edf2d3af31d60e70,1045,825,499,198
0x2c9217ae5459a5db64dcd108862696a710f05a6f,1453,1143,770,311
0x2c9eb11db6b0dcb18fe8644003ee53f6b4588341,615,476,299,109
0x2ca26c9424548569f5ba7f7e73db142bc6ee9b1d,1334,1060,645,272
0x2ca3c58889f115d3d6d09c071b31a5bc6c4315d6,1067,824,500,209
0x2ca70f6f8ebd683d5afc20d426839ef40e063f02,1321,1029,623,255
0x2ca72c9699b92b47272c9716c664cad6167c80b0,1492,1212,722,300
0x2ca894a2af732f954a3e62d550321f1d0b626cc7,1552,1234,755,325
0x2cbc6812cff0b1113bf2808ffce6d83b97afd345,1102,860,540,213
0x2cbf103901196f99619f2bf9accdf079e9c76819,1493,1186,717,287
0x2cc13780ba2a48a103ad19d458a52945bda7ac7d,1529,1175,731,284
0x2cc71c048a804da930e28e93f3211dc03c702995,1482,1159,712,294
0x2cdb2107e94104e69f1592ebe1e45781cfcf9962,1491,1165,738,301
0x2ce4f2b9b3261cd95229d80dfc785d2edb4cfd1a,1525,1208,741,301
0x2cf3a4af0c34c4f12f4bc391bd123d13eeefd7fc,1581,1219,748,295
0x2cfcb4def1a901bb7cba6e79543391e064fe1e48,229,176,109,45
0x2d1ea57f68e430da2e693db0c6a3887a705aed69,1521,1220,775,301
0x2D224e277fDfd273BbE63871Ff69830604B79754,1462,1136,692,279
0x2d22594a442d6e6d5e96119e6361979a473098e3,1069,847,520,202
0x2d2fae6b91dd263188494124b62750f2ba3c3de5,1495,1181,750,301
0x2d39d06237fc4a399aef944f8e012694cb731afc,1514,1181,739,309
0x2d3e7d4870a51b918919e7b851fe19983e4c38d5,1533,1213,773,311
0x2d4370400cdcbec8f26ee4face1fa120227271e4,1510,1172,738,277
0x2d4b1cc9a2d7417a9689bbcfefb224876cda7923,1465,1157,744,311
0x2d4c0a94ecc29513972b302ea143aa6e0412fcde,1499,1172,711,287
0x2d4f1883d7f6035298152b85b4e07459c216c317,602,472,276,122
0x2d51481469e34ac9fbc42c1990c1f6d0b1a9b65e,1484,1174,715,294
0x2d51eef741d906084ce3bacaa0e66e4d261fdccf,1520,1166,706,291
0x2d52d1517f47e1ab7be6377a1f11fbd2c49978db,1605,1257,767,291
0x2d56b74585A2B97d299445d5f2cAcbC2102f1335,1140,903,545,213
0x2d6615261ce50f28e32118fca0ba86b38939cef5,1069,847,520,202
0x2d66e75ad68c4a4f24eafca690ee3b1e6e0ffea3,1509,1165,724,290
0x2d728545c0dfde0ae35a06ee9e9478420fe9bb2d,1069,847,520,202
0x2d7d873f68d9ab1c13836c86d2cc2e929d072922,1487,1161,705,281
0x2d83776ddf6af57a48c8bf016c25fa3b3a25a304,1486,1195,765,315
0x2d856e799b8ad85a3af7e9a4ed6bed685e797ef3,1162,929,552,211
0x2D8C233BB15fBef5386EE465e4380C52E1028F6D,1061,833,517,193
0x2da4bb51e59d0b156b5e19bb3f8eff0279e1ffa2,1533,1215,751,313
0x2da815fd37d93f74c1716efc2133d0bc26f3167a,1069,847,520,202
0x2dac83ed6941a80404ccaa74d2c1b2f3427dda41,861,700,430,158
0x2dc0170450e66af2d3f5c56aa0b20ec4a254902e,1524,1215,729,301
0x2dc2e581f1dca93b618937aa313c8920153af960,1518,1217,772,306
0x2dc588af5eff094401b1f8016e74e7d46d9e7a31,1059,831,512,191
0x2dd1c73a7157b43d89be58cd2fd038e182c9ce2a,1501,1177,709,281
0x2DE90964c53308f8Bdf68f43cd3feac1e1e95587,1480,1165,693,285
0x2de9b766701b4d1468ae44b376dca65d31db243f,1487,1181,733,309
0x2df0e612dad9ffe8141b3987f60608742db2feca,1447,1146,700,296
0x2df8286c9396f52e17DFeE75d2E41E52609CF897,1557,1217,768,304
0x2dfcae4bc1b5468d6fa6e508da666ca5cde56ccf,1013,786,463,205
0x2e1ce8b63c1c152532b4fe4dee4715655ba8c35f,1501,1177,709,281
0x2e2c20206d2011a54c4732ec0e958a9ed21a032a,1069,847,520,202
0x2e2fc8569d3ba251965bf8ad85e2f55c37612718,1541,1217,742,303
0x2e394f6a40bf502892a74c1f373cd36e0238785c,604,484,287,113
0x2e41996ff291e30ca52cc53867ead85638ece162,1501,1177,709,281
0x2e4a87cbfe2ffa21c8196fd884640be3c7eaf207,1529,1207,759,301
0x2e564c4d87e3c4108ebbe4ce9f43754ad9956320,1303,1005,626,241
0x2e5e995bdaa495abaf2af499d682b0277d4dd66b,1536,1214,763,315
0x2e5fdddf58e8deda84211639d52119ceb0925871,1501,1177,709,281
0x2e7caa7be65a3efb51fc2018149d98ed1e62bb54,1069,847,520,202
0x2ea13316d1e54e6de5d4a7e167071477a1feb003,1575,1242,774,307
0x2ea1ea9419a126673d1bbfdfe82524ea9e6f848b,1180,922,586,227
0x2ea91a843aeea778e40e70623612cc720a6f751e,1598,1260,781,314
0x2eb5852f0d0a448ff1536cfeab28ccd44a334148,1069,847,520,202
0x2eb9cc28c34c6d427aac9f259ee5c4b33f1c4448,1457,1170,704,288
0x2ec0b77eca516a15889f5db97d6ca5a893faa7a8,1510,1205,749,304
0x2eCae89ebd1DdE40E39D04f515E1f8E64AB939bd,1414,1149,679,271
0x2ed86079b04a35402b473323927e7ea722e8057b,1508,1182,741,303
0x2ee6d1a3ba4e80a61bdfb48a90d40a5cef455326,1452,1146,733,299
0x2eefe55e7fd4546ce3451430aa4fdced0c4efe85,855,663,396,154
0x2f05e1c76549f09670fe0a163fc6332caab6c022,1491,1182,726,297
0x2f069a1D7A052052458e8b5511E91221EB337c52,429,335,218,87
0x2F1B8C9d0A21b747D8ca370f93cb09D3DaF222EF,1512,1193,748,294
0x2f2bf29d4944b5c7b9768d54d12b1bfbe13d4abf,244,194,111,40
0x2f32087aa2474dd84ae973d216de2bc8669003ee,1519,1206,717,291
